Certificate Number,Ownership_Name,DBA Name,Business Address Number,Business Address Street Name,Business Address Full,Business Room Suite,Business Zip,Business Number,Location Number,Class Code,PBC Code,DBA Start Date,Location Start Date,Mailing Address 1,Mailing Address 2,Mailing City/State/Zip Code,Location
459412,CJQUAN LLC,TURTLE TOWER RESTAURANT       ,5716,GEARY BL,5716 GEARY BL,,94121,1,1,8,5800,20110601,20110601,5716 GEARY BL,,SAN FRANCISCO CA 941210000,"(37.780571638625, -122.480878642885)"
459382,LU AND ASSOCIATES INC,KOBE BENTO                    ,901,KEARNY ST,901 KEARNY ST,,94133,1,1,8,5800,20110523,20110523,75 MINERVA ST,,SAN FRANCISCO CA 941123048,"(37.7964387953385, -122.405383910531)"
459382,LU AND ASSOCIATES INC,WEST PORTAL TUTTIMELON        ,44,WEST PORTAL AVE,44 WEST PORTAL AVE,,94127,2,1,8,5800,20110523,20130401,75 MINERVA ST,,SAN FRANCISCO CA 941123048,"(37.7404664354514, -122.46663545809)"
459315,BUENA LANE PARTNERS LLC,BLUESTEM BRASSERIE            ,1,YERBA BUENA LN,1 YERBA BUENA LN,,94103,1,1,8,5812,20110515,20110515,5 3RD ST #1120,,SAN FRANCISCO CA 941033212,"(37.7853956513595, -122.404391043937)"
459251,CHEZ FAYALA LLC,CHEZ FAYALA                   ,200,PINE ST,200 PINE ST,180,94104,2,1,8,5812,20120501,20120501,200 PINE ST #180,,SAN FRANCISCO CA 941042712,"(37.7923667990737, -122.400148306322)"
459233,NGU PETER,PETERS KETTLE CORN            ,768,LINCOLN AVE,768 LINCOLN AVE,,94501,1,999,8,3079,20110519,20110519,768 LINCOLN AVE,,ALAMEDA CA 945013314,
459161,MURO LEO F,CITY DOGS                     ,240,6TH ST,240 6TH ST,,94110,1,1,8,3079,20110525,20110525,240 6TH ST,,SAN FRANCISCO CA 941100000,"(37.7789596154711, -122.406797707171)"
459118,R HIHI ENTERPRISES INC,RAMZI'S CAFE                  ,44,MONTGOMERY ST,44 MONTGOMERY ST,LL1,94104,3,1,8,5800,20110601,20110601,650 TURQUOISE DR,,HERCULES CA 945471762,"(37.7898076656027, -122.401766914398)"
459118,R HIHI ENTERPRISES INC,GAMBINO'S                     ,1,EMBARCADERO CENTER,1 EMBARCADERO CENTER,,94111,1,1,8,5800,20110601,20110601,650 TURQUOISE DR,,HERCULES CA 945471762,
459118,R HIHI ENTERPRISES INC,GAMBINO'S                     ,1,MARKET PLAZA,1 MARKET PLAZA,,94111,2,1,8,5800,20110601,20110601,650 TURQUOISE DR,,HERCULES CA 945471762,"(37.7938715193979, -122.394865238488)"
459109,THORNTON ANDREW L,LET'S EAT                     ,5130,3RD ST,5130 3RD ST,,94124,1,1,8,3079,20110516,20110516,5130 3RD ST,,SAN FRANCISCO CA 941242302,"(37.7318644279936, -122.392031246301)"
459107,AMPHAWA INC,AMPHAWA THAI NOODLE HOUSE     ,5020,GEARY BLVD,5020 GEARY BLVD,,94118,1,1,8,5800,20110516,20110516,5020 GEARY BOULEVARD,,SAN FRANCISCO CA 941182814,"(37.7808565062607, -122.473160881602)"
459074,MUELA CARLOS L & MATILDE P,SOMA STREAT FOOD PARK         ,436-444,11TH ST,436-444 11TH ST,,94103,1,1,8,5812,20110513,20110513,3273 22ND ST,,SAN FRANCISCO CA 941103034,
459053,MCGEE BETTY,BETTY MCGEE                   ,336,W BISSELL ST,336 W BISSELL ST,,94801,1,999,8,3079,20110701,20110701,PO BOX 24453,,SAN FRANCISCO CA 941240000,
459010,ON THE FLY LLC,YOPPI YOGURT                  ,101,CALIFORNIA ST,101 CALIFORNIA ST,,94111,1,1,8,5812,20100210,20100210,101 CALIFORNIA ST,,SAN FRANCISCO CA 941115802,"(37.7929489652841, -122.398098613128)"
459005,LIEU CLAYTON & JESSICA,THE POSH BAGEL                ,742,IRVING ST,742 IRVING ST,,94122,1,1,8,5812,20110401,20110401,742 IRVING ST,,SAN FRANCISCO CA 941222410,"(37.7643059245263, -122.465884185965)"
458992,DAM COMPANY LLC,LOCAVORE                      ,3215,MISSION ST,3215 MISSION ST,,94110,1,1,8,5812,20110321,20110321,3215 MISSION ST,,SAN FRANCISCO CA 941105006,"(37.7451736366817, -122.419727855993)"
458980,MUSLEH MICHAEL ABU-ALI ISAM,STANZA COFFEE                 ,1673,HAIGHT ST,1673 HAIGHT ST,,94117,2,1,8,5812,20120801,20120801,1673 HAIGHT STREET,,SAN FRANCISCO CA 941172840,"(37.7693748055147, -122.450051157498)"
458938,FARAJIAN TAMAR,CANTATA COFFEE SHOP           ,1708,HAIGHT ST,1708 HAIGHT ST,,94117,1,1,8,3079,20110203,20110203,1708 HAIGHT ST,,SAN FRANCISCO CA 941172808,
458931,J R BAY INC,THE ORIGINAL SOUPMAN          ,79,JEFFERSON ST,79 JEFFERSON ST,,94133,1,1,8,5800,20110319,20110319,115 A PRATT ST,,PROVIDENCE RI 029060000,"(37.8080536670111, -122.413250304578)"
458930,BAY ROC LP,JOHNNY ROCKETS                ,81,JEFFERSON ST,81 JEFFERSON ST,,94133,1,2,8,5812,20100517,20100517,PO BOX 2504,,PROVIDENCE RI 029060000,"(37.8080536670111, -122.413250304578)"
458930,BAY ROC LP,JOHNNY ROCKETS                ,1946,FILLMORE ST,1946 FILLMORE ST,,94115,1,3,8,5812,20100517,20100517,PO BOX 2504,,PROVIDENCE RI 029060000,"(37.787823189162, -122.433358728144)"
458922,MAJIN ENTERPRISES INC,HOLY DOG                      ,1552,FILLMORE ST,1552 FILLMORE ST,,94115,2,1,8,5800,20110517,20111025,405 SERRANO DR #7K,,SAN FRANCISCO CA 941322269,"(37.7840631148353, -122.432566380907)"
458922,MAJIN ENTERPRISES INC,IZAKAYA HASHIBIRO KOU         ,1560,FILLMORE ST,1560 FILLMORE ST,,94115,3,1,8,5800,20110517,20130325,405 SERRANO DR #7K,,SAN FRANCISCO CA 941322269,"(37.7840631148353, -122.432566380907)"
458910,STATE BIRD PROVISIONS LLC,STATE BIRD PROVISIONS         ,1529,FILLMORE ST,1529 FILLMORE ST,,94115,1,1,8,5812,20110501,20110501,1529 FILLMORE ST.,,SAN FRANCISCO CA 941155023,"(37.783660891777, -122.433076411462)"
458909,THE PROGRESS PROVISIONS LLC,THE PROGRESS                  ,1525,FILLMORE ST,1525 FILLMORE ST,,94115,1,1,8,5812,20110510,20110510,420 LINDEN STREET,,SAN FRANCISCO CA 941025023,"(37.783660891777, -122.433076411462)"
458887,SPRR UNITED INC,CHUAN                         ,5512,GEARY BL,5512 GEARY BL,,94121,1,1,8,5800,20110509,20110509,170 COLUMBUS AVE #368,,SAN FRANCISCO CA 941335160,"(37.780678414504, -122.478663204024)"
458828,IIKON.COM LLC,KARE-KEN                      ,552,JONES ST,552 JONES ST,,94102,1,1,8,5800,20110515,20110515,552 JONES ST,,SAN FRANCISCO CA 941020000,"(37.7865664329256, -122.412958333636)"
458819,DOS SANTOS JOAQUIM VONIS S,MR PIZZA MAN                  ,2680,22ND ST,2680 22ND ST,,94110,1,1,8,3079,20110501,20110501,2680 22ND ST,,SAN FRANCISCO CA 941103458,"(37.7562846819091, -122.408373711839)"
458786,ALHAKIM FAHD & HAKIM ESAM,LUV A JAVA                    ,1300,DOLORES ST,1300 DOLORES ST,,94110,1,1,8,5812,20110505,20110505,1300 DOLORES ST,,SAN FRANCISCO CA 941104319,"(37.748490298297, -122.425176187349)"
458765,SHIH KATHY W,AL'S SUPER CAFE               ,3286,MISSION ST,3286 MISSION ST,,94110,1,1,8,3079,20110601,20110601,3286 MISSION ST,,SAN FRANCISCO CA 941100000,"(37.7444711970175, -122.421154042053)"
458734,WOK AND GO LLC,WOK AND GO LLC                ,2700,24TH ST,2700 24TH ST,,94110,1,1,8,5800,20110420,20110420,2700 24TH ST,,SAN FRANCISCO CA 941104212,"(37.7531480530524, -122.4066907493)"
458711,HUYNH CUC T,HOT CAFE                      ,520,LEAVENWORTH ST,520 LEAVENWORTH ST,,94109,3,1,8,3079,20110504,20130116,520 LEAVENWORTH ST,,SAN FRANCISCO CA 941097516,"(37.7860059795421, -122.414466209305)"
458698,JAFFA SEA LLC,ZIGGY'S BURGER & GRILL        ,21,DRUMM ST,21 DRUMM ST,,94111,1,1,8,5812,20110515,20110515,24 YELLOWSTONE WAY,,PACIFICA CA 940443740,"(37.7939478480535, -122.396737071214)"
458698,JAFFA SEA LLC,OASIS GRILL                   ,200,4TH ST,200 4TH ST,,94103,2,1,8,5812,20110515,20110515,24 YELLOWSTONE WAY,,PACIFICA CA 940443740,"(37.7846698977145, -122.462163269517)"
458695,INSHAN ENTERPRISES INC,AL-HAMRA PAKISTANS INDIAN RES ,3083,16TH ST,3083 16TH ST,,94103,1,1,8,5800,20110101,20110101,3083 16TH STREET,,SAN FRANCISCO CA 941033420,"(37.7646820951245, -122.42132759464)"
458676,SPROUT COFFEE LLC,COFFEE BAR MONTGOMERY         ,101,MONTGOMERY ST,101 MONTGOMERY ST,101-C,94104,1,1,8,5812,20110405,20110405,1890 BRYANT STREET #C,,SAN FRANCISCO CA 941100000,"(37.7904273087957, -122.402484990203)"
458630,BEACHPANIC FAMILY INC,CANELA                        ,2272,MARKET ST,2272 MARKET ST,,94114,1,1,8,5800,20110515,20110515,2272 MARKET ST,,SAN FRANCISCO CA 941140000,"(37.7650268787006, -122.43264305304)"
458625,NASER SALAMEH J/NASER LUCY,FLIPPERS GOURMET BURGERS      ,482,HAYES ST,482 HAYES ST,A,94102,1,1,8,3079,20110415,20110415,482 HAYES ST #A,,SAN FRANCISCO CA 941024309,"(37.7769152822896, -122.424350593768)"
458508,CHEN KEN WU HUAN RONG KIM GENE,LETS CUPCAKE                  ,2255,JUDAH ST,2255 JUDAH ST,,94122,1,1,8,5812,20110427,20110427,2255 JUDAH STREET,,SAN FRANCISCO CA 941221536,"(37.7610642229402, -122.486443709908)"
458486,TASTE TEA INC,TASTE                         ,535,OCTAVIA ST,535 OCTAVIA ST,,94102,1,1,8,5800,20110501,20110501,535 OCTAVIA STREET,,SAN FRANCISCO CA 941020000,"(37.7772573051558, -122.424957283676)"
458464,GARCIA CRESENCIO A,415 DOGS                      ,1280,FULTON ST,1280 FULTON ST,3,94117,1,1,8,3079,20110426,20110426,1280 FULTON ST #3,,SAN FRANCISCO CA 941171532,"(37.7770734881722, -122.437923478536)"
458448,PATTERSON MICHAEL J,CRIOLLA KITCHEN               ,2295,MARKET ST,2295 MARKET ST,,94114,1,1,8,3079,20110426,20110426,2295 MARKET STREET,,SAN FRANCISCO CA 941141612,"(37.7644538285959, -122.432361707127)"
458409,SANCHEZ ANTONIO O,LA CASCADA TAQUERIA           ,3723,MISSION ST,3723 MISSION ST,,94110,1,1,8,3079,20110423,20110423,112A LAKEVIEW AVE,,SAN FRANCISCO CA 941120000,"(37.736886891234, -122.42394206347)"
458394,ZCAFFEINATED INC,CAFE TERZETTO EXPRESS         ,400,PARNASSUS AV,400 PARNASSUS AV,,94122,2,1,8,5800,20110324,20110324,80 MIRAFLORES AV,,SAN RAFAEL CA 949013668,"(37.7638640441666, -122.458391752533)"
458394,ZCAFFEINATED INC,CAFE TERZETTO EXPRESS         ,550D,GENE FRIEND WAY,550D GENE FRIEND WAY,,94158,1,1,8,5800,20110324,20110324,80 MIRAFLORES AV,,SAN RAFAEL CA 949013668,
458394,ZCAFFEINATED INC,ZCREPES                       ,1700,OWENS ST,1700 OWENS ST,,94158,3,1,8,5800,20110324,20110810,80 MIRAFLORES AV,,SAN RAFAEL CA 949013668,"(37.76697921375, -122.393666351278)"
458394,ZCAFFEINATED INC,CAFE TERZETTO                 ,400,PARNASSUS AVE,400 PARNASSUS AVE,,94158,4,1,8,5800,20110324,20120308,80 MIRAFLORES AV,,SAN RAFAEL CA 949013668,"(37.7638640441666, -122.458391752533)"
458350,CASTET & SON INC,LE BORDEAUX                   ,524,UNION ST,524 UNION ST,,94133,1,1,8,5800,20110601,20110601,2095 CYPRESS AVE,,SAN PABLO CA 948061008,"(37.8008581715216, -122.408125757439)"
458316,BILERA LLC,TXOKO                         ,504,BROADWAY ST,504 BROADWAY ST,,94133,1,1,8,5812,20110516,20110516,504 BROADWAY ST,,SAN FRANCISCO CA 941330000,"(37.7981909588849, -122.405693618864)"
458273,NASER KAMAL I,CUP                           ,6,MONTEREY BLVD,6 MONTEREY BLVD,,94131,1,1,8,3079,20110419,20110419,6 MONTEREY BLVD,,SAN FRANCISCO CA 941313264,
458238,EL SAYDAWY MAGDY A,LUNCHBOX CAFE                 ,1455,MARKET ST,1455 MARKET ST,,94103,2,1,8,3079,20121101,20121101,695 35TH AVE #205,,SAN FRANCISCO CA 941212759,"(37.7752283190824, -122.417466132973)"
458194,SEINE LLC,PAN DE MIE                    ,335,KEARNY ST,335 KEARNY ST,,94108,1,1,8,5800,20110418,20110418,335 KEARNY ST,,SAN FRANCISCO CA 941080000,"(37.7913150826717, -122.404350043011)"
458135,FISH SIX RESTAURANT CORP,THE MELT                      ,115,NEW MONTGOMERY,,,94105,5,1,8,5800,20110412,20110830,345 SPEAR ST #125,"(37.7872473834793,-122.399958811536)",SAN FRANCISCO CA 941051688,
458135,FISH SIX RESTAURANT CORP,THE MELT                      ,345,SPEAR ST,345 SPEAR ST,125,94105,3,1,8,5800,20110412,20110915,345 SPEAR ST #125,,SAN FRANCISCO CA 941051688,"(37.7898032969608, -122.389757395412)"
458135,FISH SIX RESTAURANT CORP,THE MELT                      ,345,SPEAR ST,345 SPEAR ST,126,94105,3,2,8,5800,20110412,20111114,345 SPEAR ST #125,,SAN FRANCISCO CA 941051688,"(37.7898032969608, -122.389757395412)"
458135,FISH SIX RESTAURANT CORP,THE MELT                      ,710,3RD ST,710 3RD ST,,94105,4,1,8,5800,20110412,20121115,345 SPEAR ST #125,,SAN FRANCISCO CA 941051688,"(37.7776305604291, -122.393428875883)"
458135,FISH SIX RESTAURANT CORP,THE MELT                      ,650,TOWNSEND,,,94103,6,1,8,5800,20110412,20121011,345 SPEAR ST #125,"(37.7707103413374,-122.403318266748)",SAN FRANCISCO CA 941051688,
458135,FISH SIX RESTAURANT CORP,THE MELT                      ,1,EMBARCADERO CENTER,1 EMBARCADERO CENTER,,94111,2,1,8,5800,20110412,20110915,345 SPEAR ST #125,,SAN FRANCISCO CA 941051688,
458135,FISH SIX RESTAURANT CORP,THE MELT                      ,557,HOWARD ST,557 HOWARD ST,,94105,7,1,8,5800,20110412,20130730,345 SPEAR ST #125,,SAN FRANCISCO CA 941051688,"(37.7873063094168, -122.396967078153)"
458112,RABINOVICH ALEKSANDR,STROGANOFF RESTAURANT         ,418,BEACH ST,418 BEACH ST,,94133,3,1,8,3079,20110501,20111101,631 19TH AVE,,SAN FRANCISCO CA 941213829,"(37.8075126516132, -122.416033470838)"
458112,RABINOVICH ALEKSANDR,DEEDS FOR KIDS.COM            ,631,19TH AVE,631 19TH AVE,,94121,1,1,8,3079,20110501,20110501,631 19TH AVE,,SAN FRANCISCO CA 941213829,"(37.7759264178907, -122.478314017807)"
458112,RABINOVICH ALEKSANDR,ALEX'S CO                     ,631,19TH AVE,631 19TH AVE,,94121,2,1,8,3079,20110501,20110601,631 19TH AVE,,SAN FRANCISCO CA 941213829,"(37.7759264178907, -122.478314017807)"
458106,MOKHTARI AL,ROXY'S CAFE                   ,2847,MISSION ST,2847 MISSION ST,,94110,1,1,8,3079,20110410,20110410,2847 MISSION ST,,SAN FRANCISCO CA 941103907,"(37.7515077577154, -122.418028018013)"
458099,J BURGER LLC,SUPER DUPER                   ,721,MARKET ST,721 MARKET ST,,94103,1,1,8,5812,20110401,20110401,350 LIBERTY ST,,SAN FRANCISCO CA 941142921,"(37.7868557893012, -122.40390496015)"
458062,584 VALENCIA STREET LLC,WO HING GENERAL STORE         ,584,VALENCIA ST,584 VALENCIA ST,,94110,2,1,8,5800,20110404,20110811,580 VALENCIA ST,,SAN FRANCISCO CA 941101115,"(37.7636124307127, -122.422059092459)"
458062,584 VALENCIA STREET LLC,584 VALENCIA STREET LLC       ,584,VALENCIA ST,584 VALENCIA ST,,94110,1,1,8,5800,20110404,20110404,580 VALENCIA ST,,SAN FRANCISCO CA 941101115,"(37.7636124307127, -122.422059092459)"
458028,TAY GIANG LLC,TAY GIANG LLC                 ,2543,NORIEGA ST,2543 NORIEGA ST,,94122,1,1,8,5800,20110119,20110119,2543 NORIEGA ST,,SAN FRANCISCO CA 941224126,"(37.7533172877905, -122.491044093492)"
457952,V J INDIAN CUISINE,GAJALEE                       ,525,VALENCIA ST,525 VALENCIA ST,,94110,3,1,8,5800,20110407,20120201,1007 VALENCIA ST,,SAN FRANCISCO CA 941102405,"(37.76444303988, -122.421576472382)"
457945,DIRT DREAMS LLC,ELEVEN O ONE                  ,1101,POLK ST,1101 POLK ST,,94109,1,1,8,5812,20110416,20110416,33757 HEARTLAND CT,,UNION CITY CA 945874370,"(37.7870404324944, -122.420212290921)"
457910,GREAT SAIGON RESTAURANT,GREAT SAIGON RESTAURANT       ,915,KEARNY ST,915 KEARNY ST,,94133,1,1,8,5800,20110406,20110406,915 KEARNY ST,,SAN FRANCISCO CA 941335106,"(37.7964387953385, -122.405383910531)"
457854,FURIOUS FERRET INC,REBEL                         ,1760,MARKET ST,1760 MARKET ST,,94102,1,1,8,5800,20100908,20100908,2961 MISSION ST,,SAN FRANCISCO CA 941105806,"(37.7725441759364, -122.423102028808)"
457826,EDGE OF CASTRO INC,THE EDGE                      ,4149,18TH ST,4149 18TH ST,,94114,1,1,8,5800,20110328,20110328,PO BOX 14127,,SAN FRANCISCO CA 941140000,"(37.7606423092282, -122.43590712048)"
457814,PIZZICON SOKUNTHEA,HAPPY DONUT                   ,1455,MARKET ST,1455 MARKET ST,,94103,1,1,8,3079,20110401,20110401,1455 MARKET ST,,SAN FRANCISCO CA 941031331,"(37.7752283190824, -122.417466132973)"
457796,CIRCA2011,BOTTLE CAP                    ,1707,POWELL ST,1707 POWELL ST,,94133,1,1,8,5812,20110601,20110601,1707 POWELL ST,,SAN FRANCISCO CA 941330000,"(37.800385101326, -122.411171407612)"
457785,OFF CENTER MINDS LLC,MILLION THAI RESTAURANT & BAR ,2080,VAN NESS AVE,2080 VAN NESS AVE,,94109,3,1,8,5812,20121101,20121101,2080 VAN NESS AVENUE,,SAN FRANCISCO CA 941093010,
457785,OFF CENTER MINDS LLC,THAI LOUNGE                   ,2080,VAN NESS AVE,2080 VAN NESS AVE,,94109,4,1,8,5812,20121101,20130713,2080 VAN NESS AVENUE,,SAN FRANCISCO CA 941093010,
457777,EAGLE DOGS LLC,EAGLE DOGS LLC                ,1058,TREAT AVE,1058 TREAT AVE,,94110,1,1,8,5812,20110501,20110501,4032 MARLOW CT,,CARMICHAEL CA 956082130,
457693,CHAI-YO THAI RESTAURANT LLC,CHAI-YO-THAI RESTAURANT LLC   ,1331-35,POLK ST,1331-35 POLK ST,,94109,1,1,8,5800,20110401,20110401,1331 POLK ST,,SAN FRANCISCO CA 941090000,"(37.7892463540773, -122.420652815872)"
457675,THE PARK SF LLC,PARK TAVERN                   ,1652,STOCKTON ST,1652 STOCKTON ST,,94133,1,1,8,5800,20110329,20110329,1652 STOCKTON ST,,SAN FRANCISCO CA 941333316,"(37.8011309156738, -122.409009576725)"
457665,CHADHA MONA MRIDULA,CURRY BOYZZ                   ,4238,18TH ST,4238 18TH ST,,94114,1,1,8,3079,20100116,20100116,4238 18TH ST,,SAN FRANCISCO CA 941140000,"(37.760972404693, -122.436796638794)"
457650,GOTT'S PARTNERS LP,GOTT'S ROADSIDE TRAY GOURMET  ,1,FERRY BUILDING,1 FERRY BUILDING,6,94111,1,1,8,5812,20110401,20110401,945 MAIN ST,,SAINT HELENA CA 945742010,
457621,FRESH DINER INC,SUBWAY #27657                 ,701,SUTTER ST,701 SUTTER ST,1ST FL,94109,1,1,8,5800,20110301,20110301,701 SUTTER STREET 1ST FL,,SAN FRANCISCO CA 941096434,"(37.7885631792418, -122.412006905692)"
457619,BONILLA-CASTRO JOSE E,LA FUSION                     ,475,PINE ST,475 PINE ST,,94104,1,1,8,3079,20110504,20110504,475 PINE ST,,SAN FRANCISCO CA 941040000,"(37.791585562002, -122.403653078823)"
457592,GRANGE GROUP LLC,HEYDAY                        ,180,SPEAR ST,180 SPEAR ST,,94105,3,1,8,5800,20110325,20130228,180 SPEAR ST,,SAN FRANCISCO CA 941051503,"(37.791351839164, -122.393110431176)"
457525,SECOND LINE INC,THE CHAPEL SF                 ,777,VALENCIA ST,777 VALENCIA ST,,94110,4,1,8,5800,20110323,20121004,777 VALENCIA ST,,SAN FRANCISCO CA 941104516,"(37.7605645906732, -122.421187703707)"
457525,SECOND LINE INC,PRESERVATION HALL WEST        ,777,VALENCIA ST,777 VALENCIA ST,,94110,3,1,8,5800,20110323,20110323,777 VALENCIA ST,,SAN FRANCISCO CA 941104516,"(37.7605645906732, -122.421187703707)"
457525,SECOND LINE INC,THE SECOND LINE RESTAURANT    ,777,VALENCIA ST,777 VALENCIA ST,,94110,2,1,8,5800,20110323,20110323,777 VALENCIA ST,,SAN FRANCISCO CA 941104516,"(37.7605645906732, -122.421187703707)"
457525,SECOND LINE INC,THE CHAPEL RESTAURANT         ,777,VALENCIA ST,777 VALENCIA ST,,94110,1,1,8,5800,20110323,20110323,777 VALENCIA ST,,SAN FRANCISCO CA 941104516,"(37.7605645906732, -122.421187703707)"
457493,TEKLEAB HIRITY,HAIGHT ST HAPPY DONUTS        ,1794,HAIGHT ST,1794 HAIGHT ST,,94117,1,1,8,3079,20110326,20110326,1794 HAIGHT ST,,SAN FRANCISCO CA 941170000,
457476,SHINZATO VERNOICA T,LA FINA ESTAMPA               ,1407,BUSH ST,1407 BUSH ST,,94109,1,1,8,3079,20110501,20110501,1407 BUSH ST,,SAN FRANCISCO CA 941090000,"(37.7884789533812, -122.420715776545)"
457461,POLLARD SYLVESTER,STILL SEVILLES 415 HOT DOGS SF,600,ALEMANY BLVD,600 ALEMANY BLVD,,94124,1,1,8,3079,20110322,20110322,PO BOX 12436,,SAN FRANCISCO CA 941120000,"(37.7330123071094, -122.417882143612)"
457457,TRAN TAI H,BAY BBQ                       ,2,NEPTUNE ST,2 NEPTUNE ST,,94124,1,1,8,3079,20110321,20110321,2 NEPTUNE ST,,SAN FRANCISCO CA 941242524,"(37.7311331856226, -122.397053654003)"
457450,SWAG CITY IMPALA LLC,IMPALA                        ,501,BROADWAY,501 BROADWAY,,94133,1,1,8,5812,20091221,20091221,3078 PEBBLE BEACH CIR,,FAIRFIELD CA 945340000,"(37.7977877060699, -122.4056946376)"
457401,HUMMOCK POND LLC,TACKO                         ,3115,FILLMORE ST,3115 FILLMORE ST,,94123,2,1,8,5812,20110318,20110722,3115 FILLMORE ST,,SAN FRANCISCO CA 941233416,"(37.7982403519985, -122.436018277452)"
457401,HUMMOCK POND LLC,TACKO SHOP                    ,3115,FILLMORE ST,3115 FILLMORE ST,,94123,1,1,8,5812,20110318,20110318,3115 FILLMORE ST,,SAN FRANCISCO CA 941233416,"(37.7982403519985, -122.436018277452)"
457387,WSF MTGL8 LLC,WESTIN SAN FRAN-EMPLOYEE CAFE ,50,3RD ST,50 3RD ST,,94103,2,1,8,5800,20110309,20110309,50 THIRD ST,,SAN FRANCISCO CA 941033106,"(37.7865273457821, -122.403100060969)"
457387,WSF MTGL8 LLC,WESTIN SAN FRANCISCO-DUCCA    ,50,3RD ST,50 3RD ST,,94103,5,1,8,5800,20110309,20110309,50 THIRD ST,,SAN FRANCISCO CA 941033106,"(37.7865273457821, -122.403100060969)"
457387,WSF MTGL8 LLC,WESTIN SF-GARDE MANGER K      ,50,3RD ST,50 3RD ST,,94103,4,1,8,5800,20110309,20110309,50 THIRD ST,,SAN FRANCISCO CA 941033106,"(37.7865273457821, -122.403100060969)"
457387,WSF MTGL8 LLC,WESTIN SAN FRANCISCO-3RD FL P ,50,3RD ST,50 3RD ST,,94103,3,1,8,5800,20110309,20110309,50 THIRD ST,,SAN FRANCISCO CA 941033106,"(37.7865273457821, -122.403100060969)"
457387,WSF MTGL8 LLC,THE WESTIN SF MARKET STREET   ,50,3RD ST,50 3RD ST,,94103,1,1,8,5800,20110309,20110309,50 THIRD ST,,SAN FRANCISCO CA 941033106,"(37.7865273457821, -122.403100060969)"
457373,HONG SOON K,SORABOL                       ,845,MARKET ST,845 MARKET ST,FE3,94103,1,1,8,3079,20110317,20110317,1550 STANLEY DOLLAR DR APT 4B,,WALNUT CREEK CA 945950000,"(37.7841003936288, -122.406144591102)"
457373,HONG SOON K,SORABOL                       ,3251,20TH AVE,3251 20TH AVE,,94132,1,2,8,3079,20110317,20110317,1550 STANLEY DOLLAR DR APT 4B,,WALNUT CREEK CA 945950000,"(37.7284706007525, -122.476825758135)"
457369,TIV SOKHON,JOHNS BURGER                  ,1114,MARKET ST,1114 MARKET ST,,94102,1,1,8,3079,20110315,20110315,815 MEADOW VIEW DR,,RICHMOND CA 948066108,"(37.7808182666601, -122.412690772127)"
457331,HYN GROUP INC,YELLOW SUBMARINE              ,503,IRVING ST,503 IRVING ST,,94122,1,1,8,5800,20110314,20110314,124 LAURELWOOD DR,,NOVATO CA 949498428,
457267,SWIRKY JAWAD MARIA H,THE FOGLIFTER CAFE            ,1901,OCEAN AVE,1901 OCEAN AVE,,94112,1,1,8,3079,20110315,20110315,145 DORADO TERRACE,,SAN FRANCISCO CA 941121740,"(37.7250303574326, -122.462498111178)"
457248,CHEN ZHAOPING,NEW COUNTRY SKY               ,3321,STEINER ST,3321 STEINER ST,,94116,1,1,8,3079,20110315,20110315,3321 STEINER ST,,SAN FRANCISCO CA 941232706,
457222,ABOUTRABI F ABOUFARAJ N,ANGEL CAFE AND DELI           ,700,GEARY ST,700 GEARY ST,,94109,1,1,8,5812,20110311,20110311,700 GEARY ST,,SAN FRANCISCO CA 941097302,"(37.7866642454283, -122.415094902601)"
457200,SPICY SPIRIT INC,SPICES SPIRIT RESTAURANT      ,294,8TH AVE,294 8TH AVE,,94118,1,1,8,5800,20110201,20110201,294 8TH AVE,,SAN FRANCISCO CA 941182205,
457199,K&M FOODS INTERNATIONAL INC,SPICES II K&M RESTAURANT      ,291,6TH AVE,291 6TH AVE,,94118,1,1,8,5800,20110201,20110201,291 6TH AVE,,SAN FRANCISCO CA 941182311,"(37.7832021737878, -122.46461283368)"
457190,FUSION COURT INC,BAMBOO VIETNAM                ,41,MONTGOMERY ST,41 MONTGOMERY ST,,94101,4,1,8,5800,20110311,20110311,139 WELSH ST #11,,SAN FRANCISCO CA 941071639,"(37.7897601441517, -122.402523607889)"
457190,FUSION COURT INC,BAMBOO JAPAN                  ,41,MONTGOMERY ST,41 MONTGOMERY ST,,94101,2,1,8,5800,20110311,20110311,139 WELSH ST #11,,SAN FRANCISCO CA 941071639,"(37.7897601441517, -122.402523607889)"
457190,FUSION COURT INC,BAMBOO INDIA                  ,41,MONTGOMERY ST,41 MONTGOMERY ST,,94101,3,1,8,5800,20110311,20110311,139 WELSH ST #11,,SAN FRANCISCO CA 941071639,"(37.7897601441517, -122.402523607889)"
457190,FUSION COURT INC,BAMBOO ASIA                   ,41,MONTGOMERY ST,41 MONTGOMERY ST,,94101,1,1,8,5800,20110311,20110311,139 WELSH ST #11,,SAN FRANCISCO CA 941071639,"(37.7897601441517, -122.402523607889)"
457170,LIU ZHI FENG/KUANG YONG MING,DAILY RESTAURANT              ,5820,MISSION ST,5820 MISSION ST,,94112,1,1,8,5812,20110301,20110301,5820 MISSION ST,,SAN FRANCISCO CA 941124018,"(37.7093392196099, -122.451893252054)"
